term1,term2,clust
1807,5419,1
1807,6602,1
1807,6634,2
1807,6655,1
1807,6837,1
1807,7006,1
1807,7980,9
1807,8034,1
1807,8069,2
1807,8658,3
1807,8707,1
1807,8797,1
1807,9178,1
1807,9233,1
1807,9311,1
1807,9325,1
1807,9550,1
1807,9778,1
1807,10077,1
1807,10144,2
1807,10591,5
1807,10610,2
1807,10646,1
1807,10847,3
1807,11148,4
1807,11151,1
1807,11300,1
1807,11683,3
1807,12053,2
1807,12643,2
1807,13286,1
1807,13317,2
1807,13411,1
1807,13980,1
1807,14055,1
1807,14154,1
1807,14187,3
1807,14368,1
1807,14371,1
1807,14851,1
1887,2010,1
1887,2092,1
1887,2138,1
1887,2164,2
1887,2254,1
1887,2618,2
1887,3363,1
1887,3500,1
1887,3762,1
1887,3867,2
1887,3914,1
1887,4426,1
1887,4717,1
1887,4804,1
1887,6066,1
1887,6655,2
1887,7980,4
1887,8034,1
1887,8332,1
1887,8658,2
1887,8854,1
1887,9233,1
1887,9290,1
1887,10591,1
1887,10675,2
1887,11440,1
1887,12027,1
1887,12167,1
1887,12643,1
1887,13411,1
1887,13448,1
1887,13569,2
1887,13718,1
1887,14368,1
2010,2164,5
2010,2252,1
2010,2254,1
2010,2495,3
2010,2606,1
2010,2618,1
2010,2635,1
2010,2916,1
2010,3261,1
2010,3347,1
2010,3363,1
2010,3462,3
2010,3479,1
2010,3500,7
2010,3681,2
2010,3709,1
2010,3867,1
2010,3892,1
2010,4350,1
2010,4357,1
2010,4400,1
2010,4411,1
2010,4426,1
2010,4804,1
2010,4846,1
2010,4907,1
2010,5027,1
2010,5116,1
2010,5117,2
2010,5124,2
2010,5419,5
2010,5496,4
2010,5771,1
2010,6014,1
2010,6066,1
2010,6655,3
2010,6666,1
2010,6804,1
2010,6837,1
2010,6995,1
2010,7006,2
2010,7128,7
2010,7135,4
2010,7136,3
2010,7198,3
2010,7233,1
2010,7929,1
2010,7975,1
2010,7980,5
2010,8034,1
2010,8069,8
2010,8332,1
2010,8432,1
2010,8658,5
2010,9233,3
2010,9290,3
2010,9311,1
2010,9325,1
2010,9550,1
2010,9778,3
2010,9867,1
2010,10144,2
2010,10381,1
2010,10591,2
2010,10610,1
2010,10987,1
2010,11011,2
2010,11148,1
2010,11300,2
2010,11440,1
2010,11594,3
2010,11683,2
2010,11750,1
2010,11792,2
2010,11890,1
2010,11932,1
2010,11941,1
2010,11982,2
2010,12027,4
2010,12053,1
2010,12064,1
2010,12643,5
2010,12707,2
2010,12790,2
2010,13258,2
2010,13326,1
2010,13411,2
2010,13441,1
2010,13448,3
2010,13568,3
2010,13569,2
2010,13718,1
2010,13752,2
2010,13957,1
2010,14055,1
2010,14081,2
2010,14154,1
2010,14187,2
2010,14851,3
2042,2044,1
2042,2495,2
2042,3038,1
2042,3500,1
2042,3762,2
2042,3867,1
2042,6666,1
2042,6837,1
2042,7128,1
2042,7135,2
2042,7980,4
2042,8658,1
2042,8797,1
2042,9178,1
2042,9412,1
2042,9867,1
2042,12707,1
2042,13441,1
2042,13718,3
2044,2164,1
2044,2495,1
2044,2606,1
2044,3347,1
2044,3500,1
2044,3681,1
2044,4378,1
2044,5099,1
2044,5653,2
2044,6066,1
2044,6919,1
2044,7980,3
2044,8332,1
2044,9178,1
2044,12643,1
2044,12707,2
2044,13448,1
2044,13999,1
2092,2138,1
2092,2916,1
2092,3038,1
2092,3500,1
2092,3681,2
2092,3762,1
2092,3867,1
2092,3914,1
2092,4426,1
2092,4804,1
2092,5419,1
2092,5669,1
2092,5861,1
2092,6066,1
2092,6413,1
2092,6655,1
2092,7006,1
2092,7128,1
2092,7980,4
2092,8332,1
2092,9867,1
2092,10144,1
2092,10648,1
2092,10675,1
2092,12167,1
2092,12371,1
2092,13140,1
2092,13286,1
2092,13568,1
2092,13569,1
2092,14368,1
2092,14541,2
2138,3709,1
2138,4633,1
2138,4846,1
2138,5419,1
2138,5651,1
2138,6540,1
2138,6565,1
2138,6655,1
2138,6995,1
2138,8069,3
2138,8332,1
2138,8658,2
2138,8854,1
2138,9233,1
2138,10144,2
2138,10591,2
2138,10987,1
2138,11683,1
2138,12053,1
2138,13116,1
2138,13326,1
2138,13569,1
2138,13865,1
2164,2282,1
2164,2296,9
2164,2495,1
2164,2623,1
2164,2653,3
2164,2895,2
2164,2916,7
2164,2920,2
2164,2923,5
2164,2924,9
2164,3038,8
2164,3261,1
2164,3310,1
2164,3315,2
2164,3347,1
2164,3363,1
2164,3406,2
2164,3451,1
2164,3462,1
2164,3479,6
2164,3500,49
2164,3525,1
2164,3681,4
2164,3709,2
2164,3756,1
2164,3762,10
2164,3892,1
2164,3984,2
2164,4350,1
2164,4357,1
2164,4378,1
2164,4400,4
2164,4411,1
2164,4572,2
2164,4633,1
2164,4696,1
2164,4717,1
2164,4741,2
2164,4804,1
2164,4846,1
2164,4910,2
2164,4913,3
2164,4990,3
2164,5027,1
2164,5099,3
2164,5111,8
2164,5116,3
2164,5117,8
2164,5124,1
2164,5419,6
2164,5490,1
2164,5496,2
2164,5567,1
2164,5574,1
2164,5651,2
2164,5653,2
2164,5771,2
2164,5864,1
2164,6014,1
2164,6106,1
2164,6413,1
2164,6540,8
2164,6593,2
2164,6602,1
2164,6616,1
2164,6634,6
2164,6655,2
2164,6666,2
2164,6837,1
2164,6995,1
2164,7006,1
2164,7128,1
2164,7135,1
2164,7136,2
2164,7198,1
2164,7824,1
2164,7929,1
2164,7975,3
2164,7980,34
2164,8069,3
2164,8272,1
2164,8307,5
2164,8332,4
2164,8658,14
2164,8707,1
2164,8764,1
2164,8797,1
2164,8854,2
2164,9178,1
2164,9233,7
2164,9290,5
2164,9304,1
2164,9311,1
2164,9322,7
2164,9325,4
2164,9550,5
2164,9596,3
2164,9778,3
2164,10144,3
2164,10381,1
2164,10591,9
2164,10610,3
2164,10646,1
2164,10675,1
2164,10847,1
2164,10987,2
2164,11019,1
2164,11148,2
2164,11168,2
2164,11300,13
2164,11316,1
2164,11385,4
2164,11440,1
2164,11458,2
2164,11497,4
2164,11562,1
2164,11683,2
2164,11750,1
2164,11877,3
2164,11998,1
2164,12027,2
2164,12053,11
2164,12064,2
2164,12126,3
2164,12167,2
2164,12173,3
2164,12177,1
2164,12371,1
2164,12643,6
2164,12675,1
2164,12694,1
2164,12790,1
2164,13029,2
2164,13258,1
2164,13317,3
2164,13411,25
2164,13441,2
2164,13448,4
2164,13508,3
2164,13568,1
2164,13569,1
2164,13809,1
2164,13957,1
2164,13980,4
2164,14154,3
2164,14187,2
2164,14368,3
2252,2254,2
2252,2495,1
2252,2606,1
2252,3500,1
2252,3535,1
2252,4350,1
2252,4357,3
2252,5419,2
2252,6106,1
2252,6666,1
2252,6806,1
2252,7128,3
2252,7233,1
2252,7980,1
2252,8351,1
2252,9311,1
2252,10591,1
2252,11440,1
2252,11594,2
2252,11792,1
2252,11932,1
2252,12027,1
2252,12209,1
2252,13411,1
2252,13448,1
2252,13568,1
2252,13752,2
2252,14081,1
2252,14851,1
2254,2368,2
2254,2495,1
2254,2606,5
2254,2635,1
2254,2653,1
2254,3018,2
2254,3038,1
2254,3247,1
2254,3261,1
2254,3347,3
2254,3363,1
2254,3500,1
2254,3593,1
2254,3867,1
2254,3914,1
2254,4357,3
2254,4642,1
2254,5065,1
2254,5116,1
2254,5419,2
2254,5523,1
2254,5861,1
2254,5864,2
2254,6014,2
2254,6413,1
2254,6806,1
2254,6837,1
2254,7128,2
2254,7135,5
2254,7136,1
2254,7233,5
2254,7980,9
2254,8069,2
2254,8658,2
2254,8764,1
2254,9233,4
2254,9311,3
2254,9322,1
2254,9325,1
2254,9778,2
2254,10144,2
2254,10591,1
2254,10610,1
2254,10675,1
2254,11011,1
2254,11148,1
2254,11421,1
2254,11555,1
2254,11594,3
2254,11932,1
2254,11941,1
2254,11982,1
2254,12027,6
2254,12064,1
2254,12167,1
2254,12173,1
2254,12209,3
2254,12371,2
2254,12643,1
2254,12790,1
2254,13116,1
2254,13411,3
2254,13437,1
2254,13508,2
2254,13568,1
2254,13752,1
2254,13869,1
2254,13957,4
2282,2296,1
2282,2867,1
2282,3315,1
2282,3500,1
2282,4350,1
2282,4633,2
2282,4642,1
2282,4717,1
2282,4990,1
2282,5111,1
2282,5124,1
2282,5419,1
2282,5669,1
2282,6572,1
2282,6806,1
2282,7128,2
2282,7135,1
2282,7198,1
2282,7980,3
2282,8658,1
2282,9195,1
2282,10077,2
2282,10675,1
2282,11792,1
2282,12177,1
2282,13411,1
2282,13437,1
2282,13809,1
2296,2606,1
2296,2618,1
2296,2635,1
2296,2916,4
2296,2923,1
2296,2924,2
2296,3038,1
2296,3347,1
2296,3479,1
2296,3500,11
2296,3762,1
2296,4572,1
2296,4910,1
2296,5117,1
2296,5396,2
2296,5419,3
2296,5490,1
2296,6540,1
2296,6565,1
2296,6572,1
2296,6593,1
2296,6602,2
2296,6634,3
2296,6837,1
2296,7006,1
2296,7135,1
2296,7929,4
2296,7980,2
2296,8307,1
2296,8707,1
2296,8854,1
2296,9178,2
2296,9233,2
2296,9325,2
2296,9412,2
2296,9667,1
2296,10077,1
2296,11300,1
2296,12027,1
2296,12053,3
2296,12173,1
2296,12177,1
2296,13411,2
2296,13865,1
2296,13980,2
2368,2606,1
2368,3018,2
2368,3344,2
2368,3347,1
2368,3462,1
2368,3500,1
2368,4589,1
2368,4717,1
2368,5099,2
2368,5117,1
2368,5419,1
2368,5861,1
2368,5864,1
2368,6014,2
2368,7135,1
2368,7980,1
2368,9178,1
2368,9778,1
2368,12027,2
2368,12643,4
2368,12707,3
2368,13029,1
2368,13508,4
2368,13869,1
2368,13957,2
2368,13999,1
2495,2895,1
2495,3018,1
2495,3261,2
2495,3363,1
2495,3462,1
2495,3500,1
2495,3681,2
2495,3762,2
2495,4357,1
2495,4411,1
2495,4642,1
2495,4907,1
2495,5124,2
2495,5419,1
2495,5567,1
2495,5574,1
2495,6014,1
2495,6655,1
2495,6919,1
2495,6995,1
2495,7128,4
2495,7135,2
2495,7198,1
2495,7233,2
2495,7980,5
2495,8069,1
2495,8658,1
2495,9233,1
2495,9290,2
2495,9778,3
2495,10144,1
2495,10675,1
2495,11011,1
2495,11440,1
2495,11594,1
2495,11750,1
2495,11932,1
2495,11941,1
2495,11982,2
2495,12027,3
2495,12167,1
2495,12209,1
2495,12643,3
2495,13411,1
2495,13441,1
2495,13448,3
2495,13568,2
2495,13718,2
2495,14851,1
2606,2635,3
2606,2895,1
2606,2916,1
2606,2920,1
2606,3018,2
2606,3347,5
2606,3451,1
2606,3500,2
2606,3593,1
2606,4357,2
2606,5124,1
2606,5396,1
2606,5419,1
2606,6014,3
2606,6837,1
2606,7980,2
2606,8069,1
2606,9233,3
2606,9311,1
2606,9322,1
2606,9325,1
2606,10144,2
2606,10591,1
2606,10610,2
2606,10675,1
2606,11011,1
2606,11594,2
2606,12027,2
2606,12064,1
2606,12209,4
2606,12643,1
2606,12707,4
2606,12790,1
2606,13448,2
2606,13508,4
2606,13957,5
2618,2623,2
2618,3038,1
2618,3161,1
2618,3500,1
2618,3762,1
2618,7980,1
2618,8034,2
2618,8764,1
2618,8854,1
2618,9178,1
2618,9311,1
2618,11019,1
2618,11440,1
2618,11877,1
2618,12053,1
2618,13140,1
2618,13317,1
2618,13718,1
2623,2923,1
2623,3161,1
2623,3500,2
2623,3709,1
2623,3762,3
2623,6655,1
2623,7980,1
2623,8034,1
2623,8069,1
2623,8854,1
2623,9867,1
2623,10646,1
2623,11019,3
2623,11683,1
2623,11838,1
2623,12053,1
2623,12623,1
2623,13140,1
2623,13317,1
2635,2916,1
2635,2920,1
2635,3018,2
2635,3347,1
2635,3451,1
2635,3500,3
2635,3593,1
2635,4357,1
2635,4411,1
2635,4642,1
2635,4910,1
2635,5065,1
2635,5099,1
2635,5124,1
2635,5396,2
2635,5419,1
2635,5864,1
2635,6014,4
2635,6666,1
2635,7135,2
2635,7136,1
2635,7198,2
2635,7233,1
2635,7980,1
2635,8658,1
2635,8764,1
2635,9233,2
2635,9311,1
2635,9322,1
2635,9550,1
2635,10381,1
2635,10610,1
2635,10675,1
2635,11421,1
2635,11440,1
2635,11555,1
2635,11562,1
2635,12027,3
2635,12643,1
2635,12707,2
2635,13411,1
2635,13508,2
2635,13957,3
2635,13999,1
2635,14851,1
2653,2916,2
2653,2920,1
2653,2923,1
2653,3500,14
2653,3762,1
2653,4357,1
2653,4426,1
2653,4572,1
2653,4990,1
2653,5099,1
2653,5117,2
2653,5396,2
2653,5944,1
2653,6565,1
2653,6572,2
2653,6602,6
2653,6616,3
2653,6634,3
2653,6837,1
2653,7233,1
2653,7980,10
2653,8658,1
2653,9178,1
2653,9233,2
2653,9311,1
2653,9550,2
2653,10987,1
2653,11316,1
2653,11440,1
2653,11458,1
2653,11683,1
2653,11748,1
2653,12053,1
2653,12126,2
2653,12643,1
2653,13286,1
2653,13411,3
2653,13921,3
2653,13980,1
2653,13991,1
2653,14154,1
2653,14371,1
2653,14541,2
2867,2923,1
2867,3762,1
2867,8069,1
2867,12110,1
2867,12177,1
2867,13980,1
2895,2923,1
2895,3500,1
2895,3681,1
2895,4357,1
2895,4846,1
2895,5124,5
2895,5419,2
2895,6919,1
2895,7128,2
2895,7980,1
2895,9290,3
2895,9311,1
2895,9325,1
2895,9778,2
2895,10144,1
2895,11300,1
2895,11594,1
2895,11932,1
2895,12209,1
2895,12707,1
2895,13411,1
2895,13569,1
2895,13752,1
2895,13957,1
2895,14055,1
2916,2923,1
2916,3038,2
2916,3315,1
2916,3347,1
2916,3406,1
2916,3479,2
2916,3500,18
2916,3525,1
2916,3681,1
2916,4572,1
2916,4633,1
2916,4913,1
2916,5067,1
2916,5116,1
2916,5295,1
2916,5419,3
2916,5490,1
2916,5496,1
2916,5651,1
2916,6540,3
2916,6572,1
2916,6593,2
2916,6666,1
2916,6804,1
2916,6837,1
2916,6919,1
2916,7006,2
2916,7135,1
2916,7980,2
2916,8658,1
2916,8707,2
2916,9233,4
2916,9322,1
2916,9550,1
2916,10144,2
2916,11300,1
2916,11316,1
2916,11932,1
2916,12053,2
2916,12173,1
2916,12675,1
2916,13991,1
2916,14154,2
2920,3038,1
2920,3161,1
2920,3479,1
2920,3500,8
2920,3535,1
2920,3709,1
2920,4357,1
2920,4910,1
2920,4913,1
2920,5099,2
2920,5396,1
2920,5419,2
2920,5864,1
2920,5944,1
2920,6014,2
2920,6593,1
2920,6602,2
2920,6616,1
2920,7135,1
2920,8307,1
2920,8797,1
2920,9311,1
2920,9322,1
2920,9778,1
2920,10144,2
2920,11421,1
2920,11562,1
2920,11760,1
2920,12053,2
2920,12126,1
2920,12173,1
2920,12643,2
2920,13448,1
2920,13508,1
2920,13980,1
2920,14851,1
2923,3406,1
2923,3462,1
2923,3500,6
2923,3709,1
2923,3762,3
2923,4718,1
2923,5116,1
2923,5124,1
2923,5419,3
2923,5651,2
2923,6565,1
2923,6593,1
2923,6634,1
2923,7006,1
2923,7980,1
2923,8069,1
2923,8658,2
2923,9550,2
2923,11300,1
2923,11497,1
2923,11932,2
2923,11941,1
2923,12053,1
2923,12126,1
2923,13411,3
2923,14154,1
2924,3261,1
2924,3315,1
2924,3344,1
2924,3347,1
2924,3479,3
2924,3500,7
2924,3756,1
2924,3762,1
2924,3984,1
2924,4400,1
2924,4411,1
2924,4572,1
2924,5116,1
2924,5117,1
2924,5419,1
2924,5496,1
2924,6540,1
2924,6593,1
2924,6602,2
2924,6634,1
2924,7422,1
2924,7975,1
2924,7980,4
2924,8272,1
2924,8307,1
2924,8332,2
2924,8658,3
2924,10381,1
2924,10591,1
2924,10646,1
2924,12053,1
2924,12707,1
2924,12790,1
2924,13286,1
2924,13411,4
2924,13437,1
2924,13441,1
2924,13980,2
3018,3462,1
3018,3593,1
3018,3681,2
3018,4350,1
3018,4357,1
3018,4633,1
3018,4640,1
3018,5124,1
3018,5419,2
3018,5523,1
3018,5574,2
3018,6014,1
3018,7128,2
3018,7198,1
3018,7233,1
3018,7422,1
3018,7980,3
3018,8069,2
3018,9778,3
3018,10144,3
3018,10610,1
3018,10675,1
3018,11011,2
3018,11421,4
3018,11555,1
3018,11594,1
3018,11982,1
3018,12027,3
3018,12209,2
3018,13029,1
3018,13448,2
3018,13508,2
3018,13869,1
3018,13957,1
3038,3310,1
3038,3479,1
3038,3500,7
3038,3681,1
3038,3709,2
3038,3762,3
3038,3867,1
3038,3965,1
3038,3984,1
3038,4357,1
3038,4741,1
3038,4910,1
3038,4913,1
3038,5419,2
3038,5496,1
3038,5864,1
3038,5944,1
3038,6106,1
3038,6655,1
3038,6806,1
3038,6837,2
3038,6919,2
3038,7128,1
3038,7233,2
3038,7824,1
3038,7980,8
3038,8034,1
3038,8307,1
3038,8658,2
3038,8764,2
3038,8797,3
3038,9311,1
3038,9322,1
3038,9325,1
3038,9778,1
3038,9867,1
3038,10144,1
3038,10591,1
3038,11019,1
3038,11300,1
3038,11683,1
3038,11877,8
3038,12053,1
3038,12177,1
3038,12643,1
3038,13411,3
3038,13441,1
3038,13448,1
3038,13980,1
3038,14187,1
3161,3500,3
3161,3681,1
3161,3709,1
3161,3762,2
3161,4939,1
3161,5648,1
3161,7980,2
3161,8069,2
3161,8797,1
3161,8854,1
3161,9304,2
3161,9322,1
3161,10144,1
3161,10591,1
3161,10646,1
3161,10847,1
3161,10987,2
3161,11148,2
3161,11151,2
3161,11316,1
3161,11440,2
3161,11683,1
3161,12053,3
3161,12643,2
3161,13411,1
3161,13718,2
3161,13865,1
3161,14055,1
3161,14154,1
3247,3261,2
3247,3500,2
3247,4262,1
3247,4913,1
3247,5111,2
3247,5419,1
3247,5496,1
3247,6540,1
3247,6804,1
3247,7128,1
3247,7135,2
3247,7198,1
3247,7980,1
3247,8658,1
3247,10987,1
3247,11421,1
3247,12027,1
3247,12643,2
3247,12996,1
3247,13116,1
3247,13411,1
3261,3344,1
3261,3347,1
3261,3500,5
3261,3867,1
3261,4642,1
3261,5111,1
3261,5419,1
3261,5496,2
3261,5567,1
3261,6066,1
3261,6540,1
3261,6655,1
3261,7128,1
3261,7135,2
3261,7198,3
3261,7233,2
3261,7975,1
3261,7980,4
3261,8272,1
3261,9233,1
3261,9290,1
3261,9304,1
3261,10144,1
3261,10675,1
3261,11421,1
3261,11555,1
3261,11683,1
3261,11982,1
3261,12027,4
3261,12643,1
3261,12707,1
3261,12790,1
3261,13437,1
3261,13568,1
3261,13569,1
3261,13991,1
3310,3347,1
3310,3479,1
3310,4572,1
3310,6100,1
3310,6666,1
3310,7233,1
3310,7980,5
3310,9178,1
3310,9233,1
3310,10987,1
3310,12643,1
3310,12694,1
3310,13991,1
3310,14368,1
3315,3500,4
3315,5099,1
3315,5490,1
3315,5651,1
3315,5653,1
3315,6540,1
3315,6837,1
3315,7980,2
3315,8272,1
3315,8707,1
3315,9322,1
3315,12371,1
3344,3347,2
3344,3451,1
3344,3500,2
3344,5099,3
3344,5295,1
3344,5419,1
3344,5651,1
3344,5653,1
3344,6540,1
3344,6616,1
3344,6837,1
3344,7980,4
3344,8272,1
3344,8658,1
3344,8707,1
3344,9178,1
3344,9325,1
3344,10966,1
3344,11890,1
3344,12064,1
3344,12707,2
3344,13508,5
3344,13980,1
3344,13999,1
3347,3451,1
3347,3500,2
3347,3681,1
3347,3762,1
3347,4350,1
3347,4357,2
3347,4640,1
3347,4642,1
3347,4717,2
3347,4804,2
3347,5027,1
3347,5099,1
3347,5124,2
3347,5295,1
3347,5574,2
3347,5651,1
3347,5653,1
3347,6014,2
3347,6106,1
3347,6540,1
3347,6565,1
3347,6837,1
3347,7135,3
3347,7980,6
3347,8272,1
3347,8658,1
3347,9233,3
3347,9325,1
3347,9667,2
3347,9778,1
3347,10610,3
3347,10675,3
3347,11300,1
3347,11385,2
3347,11497,1
3347,11562,1
3347,11594,1
3347,11750,1
3347,11760,2
3347,12027,4
3347,12064,1
3347,12173,1
3347,12209,3
3347,12707,3
3347,12790,1
3347,13437,1
3347,13508,10
3347,13957,11
3347,14601,1
3363,3462,1
3363,3681,1
3363,4846,1
3363,4907,1
3363,6540,1
3363,6655,3
3363,6806,1
3363,6837,1
3363,7135,1
3363,7975,1
3363,7980,5
3363,8272,1
3363,8658,1
3363,9290,2
3363,9322,1
3363,9596,1
3363,10591,2
3363,10675,1
3363,11385,1
3363,11941,2
3363,12027,1
3363,12371,2
3363,12643,2
3363,13326,1
3363,13448,1
3406,3479,1
3406,3500,2
3406,3709,1
3406,4910,1
3406,4990,1
3406,5490,1
3406,6540,1
3406,7980,3
3406,9178,1
3406,9233,1
3406,9290,1
3406,9550,1
3406,11316,1
3406,11497,1
3406,12126,2
3406,13980,1
3451,3462,1
3451,3500,2
3451,3681,1
3451,3762,1
3451,4717,1
3451,4804,1
3451,5027,1
3451,5065,1
3451,5099,1
3451,6014,1
3451,6106,2
3451,7980,3
3451,8351,1
3451,8658,4
3451,9233,1
3451,10591,1
3451,10966,1
3451,12027,1
3451,12064,2
3451,12707,1
3451,13448,1
3451,13508,1
3451,14368,1
3451,14851,1
3462,3500,1
3462,3867,1
3462,3924,1
3462,4804,3
3462,4907,3
3462,5027,1
3462,5496,2
3462,5648,1
3462,6066,1
3462,6655,2
3462,6666,1
3462,6837,2
3462,6919,1
3462,7006,1
3462,7980,1
3462,8069,2
3462,8658,2
3462,9290,1
3462,9311,1
3462,9778,1
3462,9867,1
3462,11421,1
3462,11683,2
3462,11838,1
3462,11941,1
3462,13029,1
3462,13448,4
3462,13569,3
3462,13869,1
3479,3500,9
3479,3762,2
3479,4357,1
3479,4400,1
3479,4572,1
3479,5116,1
3479,5419,1
3479,5567,1
3479,5771,1
3479,6540,1
3479,6593,1
3479,6634,1
3479,7233,1
3479,7980,2
3479,8307,1
3479,8658,1
3479,9233,1
3479,9311,1
3479,9322,2
3479,11385,1
3479,12053,2
3479,13411,1
3479,14154,1
3479,14851,1
3500,3681,3
3500,3709,4
3500,3756,5
3500,3762,22
3500,3823,2
3500,3892,2
3500,3984,6
3500,4165,2
3500,4350,3
3500,4357,6
3500,4378,2
3500,4411,1
3500,4426,1
3500,4572,5
3500,4633,2
3500,4640,1
3500,4642,2
3500,4696,2
3500,4741,1
3500,4846,1
3500,4910,3
3500,4913,3
3500,4990,2
3500,5065,1
3500,5099,5
3500,5111,4
3500,5116,5
3500,5117,7
3500,5124,1
3500,5295,1
3500,5396,3
3500,5419,13
3500,5496,4
3500,5523,1
3500,5648,1
3500,5651,4
3500,5653,2
3500,5669,2
3500,5864,1
3500,5944,1
3500,6014,1
3500,6100,1
3500,6106,3
3500,6540,11
3500,6565,4
3500,6572,2
3500,6593,3
3500,6602,9
3500,6616,3
3500,6634,8
3500,6655,4
3500,6806,2
3500,6837,2
3500,7006,1
3500,7128,10
3500,7135,5
3500,7136,3
3500,7198,4
3500,7233,6
3500,7422,1
3500,7824,1
3500,7929,6
3500,7975,3
3500,7980,86
3500,8034,3
3500,8069,7
3500,8272,2
3500,8307,4
3500,8443,1
3500,8658,15
3500,8707,3
3500,8764,1
3500,8797,2
3500,8854,3
3500,9178,6
3500,9233,11
3500,9290,6
3500,9304,8
3500,9311,14
3500,9322,8
3500,9325,4
3500,9412,1
3500,9550,15
3500,9667,2
3500,9778,8
3500,9867,1
3500,10077,2
3500,10144,6
3500,10591,19
3500,10610,1
3500,10648,2
3500,10804,1
3500,10847,3
3500,10966,1
3500,10987,8
3500,11019,3
3500,11148,1
3500,11151,4
3500,11300,7
3500,11316,5
3500,11385,2
3500,11421,1
3500,11440,1
3500,11458,4
3500,11497,1
3500,11562,1
3500,11594,1
3500,11683,4
3500,11748,2
3500,11760,1
3500,11877,3
3500,11932,2
3500,11977,1
3500,11982,5
3500,12027,6
3500,12053,17
3500,12064,2
3500,12126,3
3500,12173,4
3500,12177,4
3500,12209,1
3500,12371,2
3500,12643,11
3500,12675,1
3500,12694,1
3500,12707,1
3500,12771,2
3500,12790,1
3500,13029,1
3500,13116,1
3500,13140,1
3500,13258,1
3500,13286,1
3500,13317,1
3500,13326,1
3500,13411,20
3500,13441,1
3500,13448,6
3500,13508,6
3500,13568,2
3500,13718,2
3500,13752,1
3500,13809,1
3500,13865,1
3500,13921,2
3500,13957,1
3500,13980,13
3500,13991,2
3500,13999,2
3500,14055,2
3500,14154,6
3500,14187,1
3500,14368,7
3500,14541,1
3500,14851,1
3525,3762,1
3525,4913,1
3525,5099,1
3525,5124,1
3525,7135,1
3525,7980,1
3525,8658,1
3525,9322,1
3525,10008,1
3525,11300,1
3525,11998,1
3535,3593,1
3535,4350,1
3535,4357,1
3535,5567,1
3535,5771,2
3535,8069,1
3535,9233,1
3535,9778,1
3535,11011,2
3535,11594,2
3535,11982,1
3535,12790,2
3535,13448,2
3535,14851,1
3593,3914,1
3593,4350,1
3593,4357,3
3593,4640,1
3593,5419,2
3593,7128,3
3593,8069,1
3593,9778,2
3593,11011,3
3593,11421,1
3593,11594,2
3593,11792,1
3593,11982,1
3593,12209,2
3593,12371,1
3593,12707,1
3593,13116,2
3593,13508,3
3593,13752,1
3593,14081,1
3681,3762,1
3681,3914,1
3681,3965,1
3681,4165,1
3681,4262,1
3681,4378,2
3681,4411,1
3681,4633,5
3681,4642,2
3681,4696,2
3681,4718,1
3681,4804,3
3681,4846,2
3681,4939,1
3681,4990,1
3681,5027,2
3681,5065,1
3681,5067,1
3681,5124,2
3681,5295,2
3681,5419,7
3681,5496,1
3681,5574,1
3681,5648,4
3681,5669,3
3681,5864,1
3681,6014,1
3681,6106,1
3681,6413,2
3681,6540,3
3681,6655,2
3681,6666,3
3681,6806,4
3681,6837,4
3681,6919,2
3681,6995,1
3681,7006,2
3681,7128,6
3681,7135,2
3681,7136,1
3681,7198,1
3681,7233,2
3681,7422,1
3681,7975,2
3681,7980,12
3681,8069,7
3681,8272,1
3681,8351,2
3681,8432,1
3681,8443,2
3681,8658,13
3681,8707,3
3681,9233,2
3681,9290,5
3681,9304,1
3681,9311,1
3681,9325,1
3681,9667,2
3681,9778,9
3681,10008,2
3681,10144,9
3681,10591,6
3681,10648,1
3681,10804,1
3681,10847,1
3681,10987,2
3681,11300,1
3681,11385,1
3681,11421,2
3681,11440,2
3681,11497,1
3681,11594,2
3681,11750,1
3681,11838,2
3681,11877,1
3681,11890,1
3681,11932,1
3681,11941,3
3681,12027,3
3681,12064,3
3681,12173,1
3681,12371,5
3681,12643,7
3681,12996,2
3681,13140,3
3681,13258,1
3681,13286,1
3681,13326,1
3681,13411,7
3681,13448,3
3681,13568,1
3681,13569,1
3681,13752,1
3681,13865,1
3681,13921,1
3681,14055,1
3681,14541,4
3681,14601,1
3709,3762,2
3709,4846,1
3709,5117,1
3709,7128,1
3709,7233,1
3709,7980,1
3709,8069,2
3709,8307,1
3709,8658,1
