term1,term2,clust
6837,9233,5
6837,9311,1
6837,9325,2
6837,9667,1
6837,9778,1
6837,10077,1
6837,10591,1
6837,11148,1
6837,11300,1
6837,11458,1
6837,11594,1
6837,11941,3
6837,12053,1
6837,12064,1
6837,12177,1
6837,12643,4
6837,12790,1
6837,12996,1
6837,13326,1
6837,13448,1
6837,13569,6
6837,13957,1
6837,14081,1
6837,14541,1
6837,14601,1
6919,6995,2
6919,7006,1
6919,7128,1
6919,7980,1
6919,8069,1
6919,8332,1
6919,8658,1
6919,10144,1
6919,11838,1
6919,11941,2
6919,12167,1
6919,12177,1
6919,12643,1
6919,12707,1
6919,13317,1
6919,13441,1
6919,13448,1
6919,13568,1
6919,13569,3
6919,13752,1
6919,14055,1
6995,7128,2
6995,7135,1
6995,7980,1
6995,8069,1
6995,8332,1
6995,8658,1
6995,9778,2
6995,10144,1
6995,10381,1
6995,11497,1
6995,11838,1
6995,12027,1
6995,12167,1
6995,12643,1
6995,12996,1
6995,13326,2
6995,13441,1
6995,13448,2
6995,13568,2
6995,13752,1
6995,14368,1
7006,7980,1
7006,8069,4
7006,8658,2
7006,9290,1
7006,9325,1
7006,9550,1
7006,9778,1
7006,9867,1
7006,10008,1
7006,10144,4
7006,10381,1
7006,10847,1
7006,11300,1
7006,11594,1
7006,11683,1
7006,11998,1
7006,12027,1
7006,13029,1
7006,13326,1
7006,13411,2
7006,13441,1
7006,13448,1
7006,13809,1
7006,14055,1
7128,7135,9
7128,7136,4
7128,7198,4
7128,7233,16
7128,7422,2
7128,7929,1
7128,7975,1
7128,7980,14
7128,8069,8
7128,8658,7
7128,9178,1
7128,9233,5
7128,9290,6
7128,9311,1
7128,9322,2
7128,9412,2
7128,9778,5
7128,9867,1
7128,10144,1
7128,10381,1
7128,10675,1
7128,10987,1
7128,11011,4
7128,11421,1
7128,11440,1
7128,11562,1
7128,11594,2
7128,11748,1
7128,11792,3
7128,11932,4
7128,11941,1
7128,11982,8
7128,11998,1
7128,12027,11
7128,12167,1
7128,12209,3
7128,12371,1
7128,12643,3
7128,12707,1
7128,12790,3
7128,13029,1
7128,13116,1
7128,13411,4
7128,13437,1
7128,13441,1
7128,13448,2
7128,13508,3
7128,13568,3
7128,13569,3
7128,13718,2
7128,13752,20
7128,13957,1
7128,13999,1
7128,14055,2
7135,7136,2
7135,7198,5
7135,7233,6
7135,7929,1
7135,7975,1
7135,7980,14
7135,8069,5
7135,8658,1
7135,9290,2
7135,9778,1
7135,10381,1
7135,10591,1
7135,10610,1
7135,10675,1
7135,10987,1
7135,11011,1
7135,11385,1
7135,11440,2
7135,11458,1
7135,11555,3
7135,11594,1
7135,11748,1
7135,11792,2
7135,11932,1
7135,11941,1
7135,12027,7
7135,12064,1
7135,12167,1
7135,12173,2
7135,12209,1
7135,12371,1
7135,12643,2
7135,13258,2
7135,13326,2
7135,13411,1
7135,13437,1
7135,13448,1
7135,13568,2
7135,13718,2
7135,13752,2
7135,13957,2
7136,7233,1
7136,7824,1
7136,7980,3
7136,8069,1
7136,8658,2
7136,9233,3
7136,9322,1
7136,9550,1
7136,9778,1
7136,10381,1
7136,11594,1
7136,11932,1
7136,12027,4
7136,12643,1
7136,12790,1
7136,13411,2
7136,13568,1
7136,13752,3
7136,13957,1
7198,7233,3
7198,7929,1
7198,7980,8
7198,8069,1
7198,8658,1
7198,9233,1
7198,9290,1
7198,9304,1
7198,9596,1
7198,10675,1
7198,11440,1
7198,11555,1
7198,11982,3
7198,12027,3
7198,12064,1
7198,12643,3
7198,12790,1
7198,13258,1
7198,13411,3
7198,13448,2
7198,13568,1
7233,7422,1
7233,7975,2
7233,7980,12
7233,8069,3
7233,8332,1
7233,8658,4
7233,9233,1
7233,9290,3
7233,9311,1
7233,9322,2
7233,9596,1
7233,10144,1
7233,10381,1
7233,10591,1
7233,10675,1
7233,11011,1
7233,11555,1
7233,11594,1
7233,11683,1
7233,11792,1
7233,11932,2
7233,11982,2
7233,12027,5
7233,12167,1
7233,12371,1
7233,12790,1
7233,13411,1
7233,13437,2
7233,13448,1
7233,13569,1
7233,13752,7
7233,14851,1
7422,7980,2
7422,8069,2
7422,9311,1
7422,9412,1
7422,10077,1
7422,10144,1
7422,10591,1
7422,10987,1
7422,11300,1
7422,11421,1
7422,11440,1
7422,11497,1
7422,11748,1
7422,12371,1
7422,13411,2
7422,13437,2
7422,13448,1
7422,13569,2
7422,13752,1
7422,13869,1
7422,14055,1
7422,14368,1
7824,7980,2
7824,9778,1
7824,10591,1
7824,11998,1
7824,12053,1
7929,7980,2
7929,8707,1
7929,9233,1
7929,9325,2
7929,10144,2
7929,10591,1
7929,13258,1
7929,13448,1
7975,7980,8
7975,8069,1
7975,8272,1
7975,8307,1
7975,8332,1
7975,8351,1
7975,8658,6
7975,8707,3
7975,9178,1
7975,9322,1
7975,9325,2
7975,9867,1
7975,10144,1
7975,10591,3
7975,10675,1
7975,11300,1
7975,11562,1
7975,11683,1
7975,11760,1
7975,11838,1
7975,12053,1
7975,12173,1
7975,12371,1
7975,12643,1
7975,12707,1
7975,12996,1
7975,13411,2
7975,13437,1
7975,13448,1
7975,13569,1
7975,14055,1
7975,14368,1
7980,8034,1
7980,8069,9
7980,8272,2
7980,8332,4
7980,8443,2
7980,8658,22
7980,8707,9
7980,8764,2
7980,8797,4
7980,8854,1
7980,9178,10
7980,9195,1
7980,9233,4
7980,9290,3
7980,9304,6
7980,9311,9
7980,9322,8
7980,9325,13
7980,9412,2
7980,9550,2
7980,9596,3
7980,9778,13
7980,9867,5
7980,10008,1
7980,10144,13
7980,10381,1
7980,10591,27
7980,10610,4
7980,10648,3
7980,10675,6
7980,10804,1
7980,10847,2
7980,10966,2
7980,10987,6
7980,11019,3
7980,11148,3
7980,11151,2
7980,11168,3
7980,11300,4
7980,11385,8
7980,11421,8
7980,11440,2
7980,11458,3
7980,11497,1
7980,11555,1
7980,11562,1
7980,11594,3
7980,11683,12
7980,11750,1
7980,11760,1
7980,11838,3
7980,11877,2
7980,11890,2
7980,11977,2
7980,11982,6
7980,11998,3
7980,12027,18
7980,12053,5
7980,12064,7
7980,12110,1
7980,12126,1
7980,12167,3
7980,12173,3
7980,12177,2
7980,12209,2
7980,12371,7
7980,12623,1
7980,12643,16
7980,12675,2
7980,12694,2
7980,12707,7
7980,12771,4
7980,12790,4
7980,12996,1
7980,13116,1
7980,13140,4
7980,13258,2
7980,13286,6
7980,13317,2
7980,13411,20
7980,13437,5
7980,13441,1
7980,13448,12
7980,13508,1
7980,13568,4
7980,13569,3
7980,13718,6
7980,13752,6
7980,13809,2
7980,13865,1
7980,13869,2
7980,13921,1
7980,13957,3
7980,13980,2
7980,13991,3
7980,13999,1
7980,14081,1
7980,14154,1
7980,14187,1
7980,14368,13
7980,14541,4
7980,14851,1
8034,8707,1
8034,8854,3
8034,9233,1
8034,10144,1
8034,10847,1
8034,11019,1
8034,11148,1
8034,11385,1
8034,11877,1
8034,12053,2
8034,12064,2
8034,12643,1
8034,13140,1
8034,13286,1
8034,13411,1
8034,13718,1
8034,14187,1
8069,8272,1
8069,8443,1
8069,8658,10
8069,8707,4
8069,8797,1
8069,9178,1
8069,9233,1
8069,9290,2
8069,9311,2
8069,9322,3
8069,9325,1
8069,9412,1
8069,9550,1
8069,9596,2
8069,9667,1
8069,9778,5
8069,9867,1
8069,10077,1
8069,10144,6
8069,10381,1
8069,10591,4
8069,10646,1
8069,10648,1
8069,10675,1
8069,10987,2
8069,11011,2
8069,11148,1
8069,11168,1
8069,11300,1
8069,11421,1
8069,11440,2
8069,11458,2
8069,11497,1
8069,11555,1
8069,11594,1
8069,11683,2
8069,11748,2
8069,11890,1
8069,11941,2
8069,11982,2
8069,12027,5
8069,12064,2
8069,12167,1
8069,12209,1
8069,12371,2
8069,12643,3
8069,12694,1
8069,13029,1
8069,13116,1
8069,13140,1
8069,13286,1
8069,13326,3
8069,13411,3
8069,13437,1
8069,13441,2
8069,13448,10
8069,13568,3
8069,13569,5
8069,13752,3
8069,13865,2
8069,13980,1
8069,14055,5
8069,14187,1
8069,14851,2
8272,8658,1
8272,8707,1
8272,11168,1
8272,11941,1
8272,12371,1
8272,12707,1
8272,13029,1
8272,13437,1
8272,13569,1
8272,14055,1
8272,14081,2
8307,8332,1
8307,8658,3
8307,9322,1
8307,11148,1
8307,12053,3
8307,13411,1
8332,8658,3
8332,9325,1
8332,9596,1
8332,10591,1
8332,11683,1
8332,11941,1
8332,12053,1
8332,12064,1
8332,13286,1
8332,13411,1
8332,13441,1
8332,13569,1
8332,14187,1
8332,14368,1
8351,8658,1
8351,8854,1
8351,9325,2
8351,11151,1
8351,12173,1
8351,13258,1
8351,14368,1
8432,9304,1
8432,11750,1
8432,12177,1
8432,13326,1
8432,13411,1
8432,13508,1
8432,13569,1
8432,13957,1
8432,13980,1
8432,14541,3
8432,14601,1
8443,8658,2
8443,9311,1
8443,9325,2
8443,10144,2
8443,10591,1
8443,11440,1
8443,11838,1
8443,11941,1
8443,12064,1
8443,12643,3
8443,13326,1
8443,13569,1
8443,14368,1
8658,8797,3
8658,9178,1
8658,9195,1
8658,9233,5
8658,9290,3
8658,9304,5
8658,9311,4
8658,9322,7
8658,9325,4
8658,9667,2
8658,9778,7
8658,9867,1
8658,10008,1
8658,10144,9
8658,10591,12
8658,10610,2
8658,10648,1
8658,10675,2
8658,10847,1
8658,10966,2
8658,10987,5
8658,11148,2
8658,11151,1
8658,11300,1
8658,11385,3
8658,11421,1
8658,11440,1
8658,11497,1
8658,11683,3
8658,11750,1
8658,11838,2
8658,11890,4
8658,11941,3
8658,11998,2
8658,12027,4
8658,12053,4
8658,12064,4
8658,12173,1
8658,12177,3
8658,12371,6
8658,12643,8
8658,12675,1
8658,12707,4
8658,12771,1
8658,12790,1
8658,12996,4
8658,13116,1
8658,13258,1
8658,13286,1
8658,13317,1
8658,13326,1
8658,13411,15
8658,13437,2
8658,13441,1
8658,13448,4
8658,13508,3
8658,13568,2
8658,13569,6
8658,13752,2
8658,13809,3
8658,13865,1
8658,13921,3
8658,13991,1
8658,14081,4
8658,14368,1
8658,14541,1
8658,14601,2
8707,8764,2
8707,9178,1
8707,9290,1
8707,9304,1
8707,9325,5
8707,9778,2
8707,10008,1
8707,10144,1
8707,10591,4
8707,10675,1
8707,10966,1
8707,11151,1
8707,11300,3
8707,11385,3
8707,11421,2
8707,11683,2
8707,11750,1
8707,11760,1
8707,12027,2
8707,12053,1
8707,12064,1
8707,12173,1
8707,12371,1
8707,12643,1
8707,12675,3
8707,12707,1
8707,12996,1
8707,13448,1
8707,13508,1
8707,13869,1
8707,14601,1
8764,9290,1
8764,9325,1
8764,10591,1
8764,11300,1
8764,11982,1
8764,12173,3
8764,13258,1
8764,13411,1
8764,13448,1
8764,13508,1
8764,14601,1
8797,9304,1
8797,9311,1
8797,9325,1
8797,10591,5
8797,10646,1
8797,11148,1
8797,11385,1
8797,11683,5
8797,12053,2
8797,13286,3
8797,13411,1
8797,14368,3
8854,9233,1
8854,9290,1
8854,9304,2
8854,9311,1
8854,9867,1
8854,10847,1
8854,11148,1
8854,11151,1
8854,12623,1
8854,13286,2
8854,13317,2
8854,13411,1
8854,13448,1
8854,14601,1
9178,9412,1
9178,9667,2
9178,9867,1
9178,11941,1
9178,12064,1
9178,12177,2
9178,12694,1
9178,12707,2
9178,13411,1
9178,13752,1
9178,13991,1
9178,13999,1
9178,14368,1
9178,14371,1
9195,9304,1
9195,9322,1
9195,10008,1
9195,13286,1
9195,13809,1
9195,13921,1
9233,9304,1
9233,9325,1
9233,9778,3
9233,10144,1
9233,10591,2
9233,10610,1
9233,10675,1
9233,11148,1
9233,11300,1
9233,11316,2
9233,11555,1
9233,11594,1
9233,12064,1
9233,12126,1
9233,12371,2
9233,12643,2
9233,12707,1
9233,12790,1
9233,13286,1
9233,13411,4
9233,13508,2
9233,13568,1
9233,13957,2
9233,13980,2
9233,14154,1
9233,14187,1
9290,9311,1
9290,9550,1
9290,9778,5
9290,10144,4
9290,10591,3
9290,10675,2
9290,10966,1
9290,11300,2
9290,11385,2
9290,11421,2
9290,11594,1
9290,11932,1
9290,12027,3
9290,12053,1
9290,12173,3
9290,12643,3
9290,13411,1
9290,13441,1
9290,13448,5
9290,13508,3
9290,13569,3
9290,13752,2
9290,13809,1
9290,13865,1
9290,13980,1
9290,13991,1
9290,13999,1
9290,14055,1
9290,14154,1
9290,14601,2
9304,9778,1
9304,10008,1
9304,11458,1
9304,11562,1
9304,11683,1
9304,11750,1
9304,12053,1
9304,12173,1
9304,12694,1
9304,13411,1
9304,13448,1
9304,13508,1
9304,13569,1
9304,13921,1
9304,13980,1
9311,9322,1
9311,9325,1
9311,9412,1
9311,10144,2
9311,10591,3
9311,10610,2
9311,10987,2
9311,11148,1
9311,11385,1
9311,11421,1
9311,11440,1
9311,11562,1
9311,11748,1
9311,11838,1
9311,11877,1
9311,12053,1
9311,12173,1
9311,12209,1
9311,12371,1
9311,12623,1
9311,12643,2
9311,12771,1
9311,12996,2
9311,13116,1
9311,13258,1
9311,13448,1
9311,13569,1
9311,13809,1
9311,13957,1
9311,14081,1
9322,9550,1
9322,9778,1
9322,10144,1
9322,10591,3
9322,10987,1
9322,11151,1
9322,11168,1
9322,11300,3
9322,11385,2
9322,11421,1
9322,11458,1
9322,11594,1
9322,11683,1
9322,11998,1
9322,12027,1
9322,12053,2
9322,12173,1
9322,12177,1
9322,12371,1
9322,12643,1
9322,13029,1
9322,13140,1
9322,13411,2
9322,13448,1
9322,13508,1
9322,13718,1
9322,13752,1
9322,13957,1
9322,14368,1
9322,14851,1
9325,9778,2
9325,10077,1
9325,10144,3
9325,10591,3
9325,10610,1
9325,10675,2
9325,11148,1
9325,11300,2
9325,11421,1
9325,11594,1
9325,11683,2
9325,11760,1
9325,11838,1
9325,11890,1
9325,11998,2
9325,12027,2
9325,12064,2
9325,12110,1
9325,12173,1
9325,12643,1
9325,12790,1
9325,13258,1
9325,13286,1
9325,13411,3
9325,13448,2
9325,13508,1
9325,13809,1
9325,13869,1
9325,13957,1
9325,13991,1
9325,13999,1
9325,14368,2
9412,9867,1
9412,11748,1
9412,11941,1
9412,13441,1
9412,13718,1
9550,9778,1
9550,11300,2
9550,11458,2
9550,11497,2
9550,11760,1
9550,12053,2
9550,12126,1
9550,12173,2
9550,12771,1
9550,13326,1
9550,13411,1
9550,13441,1
9550,13448,1
9550,13508,4
9550,13957,1
9550,13980,1
9550,13991,1
9550,14055,1
9550,14154,1
9550,14601,1
9596,10144,1
9596,10591,1
9596,11750,1
9596,12167,1
9596,12173,2
9596,12790,1
9596,13029,1
9596,13326,1
9596,13411,1
9596,13568,1
9667,10144,1
9667,11300,1
9667,11497,2
9667,11555,1
9667,11562,1
9667,11941,1
9667,12177,1
9667,12643,1
9667,13326,1
9667,13411,1
9667,14541,1
9778,10008,2
9778,10144,11
9778,10381,1
9778,10591,3
9778,10675,3
9778,10847,1
9778,10966,1
9778,10987,2
9778,11011,1
9778,11151,2
9778,11300,1
9778,11385,3
9778,11421,4
9778,11458,1
9778,11594,1
9778,11760,1
9778,11792,1
9778,11941,1
9778,11982,2
9778,11998,1
9778,12027,3
9778,12053,1
9778,12064,4
9778,12167,1
9778,12173,3
9778,12371,5
9778,12643,6
9778,12675,1
9778,12771,1
9778,12790,3
9778,13029,1
9778,13116,1
9778,13326,2
9778,13411,5
9778,13448,6
9778,13508,2
9778,13568,4
9778,13569,2
9778,13752,3
9778,13809,1
9778,13865,1
9778,13921,1
9778,13957,2
9778,13980,2
9778,14055,1
9778,14851,3
9867,10591,1
9867,10610,1
9867,10987,1
9867,11300,1
9867,11440,1
9867,11683,3
9867,11890,1
9867,12623,2
9867,13286,2
9867,13411,1
9867,13441,1
9867,13718,1
9867,13809,2
9867,13991,1
9867,14371,1
9867,14601,1
10008,11998,1
10008,13921,1
10077,10987,1
10077,11941,1
10077,12643,1
10077,13437,1
10077,13441,1
10077,13448,1
10077,14055,1
10077,14187,1
10077,14601,1
10144,10591,5
10144,10610,1
10144,10987,2
10144,11300,1
10144,11316,1
10144,11421,2
10144,11440,1
10144,11555,1
10144,11594,1
10144,11683,1
10144,11750,1
10144,11792,1
10144,11838,1
10144,11941,1
10144,11982,1
10144,12064,1
10144,12173,1
10144,12371,3
10144,12623,1
10144,12643,8
10144,12707,2
10144,12790,1
10144,13029,1
10144,13140,1
10144,13326,3
10144,13411,6
10144,13437,1
10144,13448,8
10144,13508,2
10144,13568,5
10144,13569,5
10144,13718,1
10144,13752,1
10144,13869,1
10144,14154,1
10144,14187,1
10144,14541,1
10381,10646,1
10381,11148,1
10381,11385,1
10381,11440,1
10381,11748,1
10381,12027,2
10381,12177,1
10381,12371,1
10381,12643,2
10381,13116,1
10381,13568,1
10381,13752,1
10381,13980,1
10591,10610,3
10591,10847,1
10591,10966,1
10591,10987,1
10591,11148,2
10591,11151,1
10591,11168,1
10591,11300,2
10591,11316,2
10591,11385,5
10591,11458,1
10591,11594,1
10591,11683,5
10591,11932,1
10591,12053,2
10591,12064,1
10591,12167,1
10591,12173,1
10591,12209,1
10591,12371,2
10591,12643,3
10591,12694,1
10591,13029,1
10591,13286,3
10591,13411,5
10591,13437,1
10591,13448,4
10591,13508,2
10591,13568,1
10591,13569,1
10591,13718,1
10591,13865,1
10591,13869,1
10591,13991,2
10591,13999,1
10591,14055,1
10591,14187,2
10591,14368,4
10610,11148,1
10610,11385,1
10610,11458,2
10610,11562,1
10610,11594,1
10610,11683,1
10610,12053,1
10610,12209,2
10610,12643,1
10610,12707,1
10610,13411,1
10610,13508,6
10610,13957,4
10610,13980,1
10610,13991,1
10610,13999,1
10646,11019,1
10646,12643,1
10646,13411,1
10646,13865,1
10646,14187,1
10646,14368,1
10648,11977,1
10648,12027,1
10648,12623,1
10648,13411,1
10648,13448,1
10648,13568,1
10648,13569,1
10648,13865,1
10648,13869,1
10648,14368,1
10675,11421,1
10675,11760,1
10675,12027,13
10675,12167,1
10675,12209,1
10675,13569,1
10675,13957,2
10675,14851,1
10804,10966,1
10804,11977,1
10804,12053,1
10804,12371,1
10804,12643,1
10804,13441,1
10804,14368,1
10847,10987,1
10847,11151,3
10847,11683,1
10847,13411,2
10847,13921,1
10966,13448,1
10987,11148,1
10987,11151,3
10987,11890,1
10987,12643,1
10987,12675,3
10987,13116,1
10987,13411,4
10987,13437,1
10987,13448,1
10987,13569,1
10987,13718,1
10987,13869,1
10987,14081,1
10987,14368,1
11011,11594,1
11011,11792,2
11011,11932,1
11011,11982,1
11011,12027,1
11011,12209,2
11011,12790,1
11011,13508,2
11011,14851,1
11019,11683,1
11019,12053,2
11019,12371,1
11019,12623,1
11019,12643,1
11019,13865,2
11019,14187,2
11148,11683,1
11148,12053,1
11148,12643,1
11148,13286,2
11148,13869,1
11148,14055,1
11148,14368,1
11151,11683,3
11151,13718,2
11168,11932,1
11168,13258,2
11168,14368,1
11300,11385,1
11300,12053,4
11300,12167,1
11300,12173,1
11300,12371,1
11300,12643,2
11300,12694,1
11300,13029,1
11300,13326,1
11300,13411,7
11300,13441,1
11300,13508,1
11300,13568,1
11300,13569,1
11300,13980,1
11300,13991,1
11300,14055,2
11300,14154,1
11300,14187,1
11300,14601,1
11316,12053,1
11316,12371,1
11316,12643,1
11316,13865,1
11316,14541,1
11385,11440,1
11385,12053,1
11385,12064,2
11385,12371,2
11385,12675,1
11385,13411,1
11385,13508,1
11385,13809,1
11385,13957,1
11385,14601,2
11421,11748,1
11421,12027,1
11421,12167,1
11421,12371,3
11421,12707,1
11421,12771,3
11421,13116,2
11421,13448,2
11421,13508,1
11421,13865,1
11421,13957,1
11421,13991,1
11440,11792,2
11440,11982,2
11440,12027,2
11440,12053,1
11440,12167,1
11440,12790,1
11440,12996,1
11440,13140,1
11440,13326,1
11440,13411,3
11440,13569,1
11440,13752,1
11440,14371,4
11458,11748,1
11458,12110,1
11458,12173,2
11458,12643,1
11458,13411,1
11458,13448,1
11458,13508,2
11458,13957,2
11458,13980,1
11497,11562,1
11497,12053,1
11497,12126,1
11497,13411,2
11555,12027,2
11555,13326,3
11562,12643,1
11562,13448,1
11562,13752,1
11562,13957,1
11562,14368,1
11594,11792,1
11594,11982,1
11594,12064,1
11594,12167,1
11594,12209,1
11594,12371,1
11594,12790,1
11594,13411,1
11594,13437,1
11594,13508,2
11594,13957,1
11594,14851,2
11683,11838,1
11683,11998,1
11683,12053,2
11683,12643,1
11683,13116,1
11683,13140,1
11683,13286,1
11683,13317,1
11683,13411,1
11683,13437,1
11683,13569,1
11683,13718,1
11683,13865,1
11683,13869,2
11683,14081,1
11683,14187,2
11683,14368,4
11748,11750,1
11748,12371,1
11748,13411,1
11748,13448,1
11750,11941,1
11750,12173,1
11750,12643,2
11750,12707,1
11750,13140,1
11750,13508,3
11750,13568,1
11750,13569,1
11750,13957,2
11750,14541,1
11760,12027,1
11760,12771,1
11760,13508,1
11760,13957,1
11760,13991,1
11792,11932,1
11792,11982,2
11792,12027,2
11792,12790,3
11792,13568,1
11792,13752,2
11792,14081,1
11792,14851,1
11838,12371,1
11838,12643,2
11838,12707,1
11838,12996,2
11838,13569,3
11838,13809,1
11838,13869,1
11838,13921,1
11838,14081,1
11877,13411,1
11890,12371,1
11890,13286,1
11890,13448,2
11890,13569,2
11890,14081,3
11932,11982,1
11932,12027,6
11932,12173,1
11932,13258,1
11932,13411,1
11932,13448,1
11932,14081,1
11932,14851,1
11941,11998,1
11941,12371,1
11941,12643,3
11941,12771,1
11941,13411,1
11941,13441,1
11941,13569,2
11941,14055,1
11941,14541,1
11941,14601,1
11977,12623,1
11977,12643,2
11977,13140,1
11977,13441,1
11977,14368,2
11982,12027,4
11982,12643,3
11982,12790,3
11982,13411,1
11982,13508,1
11982,13568,2
11982,13752,1
11982,13957,1
11998,12027,1
11998,12694,1
11998,12707,1
11998,12771,1
11998,13869,1
12027,12173,1
12027,12209,3
12027,12643,3
12027,12790,2
12027,13448,1
12027,13508,1
12027,13568,1
12027,13569,1
12027,13752,4
12027,13957,4
12027,14851,2
12053,12064,1
12053,12623,1
12053,12643,2
12053,13286,1
12053,13411,7
12053,13441,1
12053,13568,1
12053,13980,1
12053,14154,2
12053,14368,1
12064,12694,1
12064,12707,1
12064,12790,2
12064,13437,1
12064,13448,2
12064,13809,1
12064,13869,1
12064,13957,1
12126,13980,1
12126,14154,1
12167,12173,2
12167,12371,2
12167,12694,1
12167,13029,2
12167,13411,1
12167,13437,1
12167,13441,1
12167,13448,1
12167,13568,1
12167,14371,1
12173,13029,1
12173,13258,1
12173,13508,3
12173,13957,1
12173,14601,1
12177,13991,1
12209,13116,1
12209,13437,1
12209,13508,4
12209,13752,1
12209,13957,4
12371,13116,1
12371,13411,4
12371,13437,1
12371,13448,1
12371,13921,1
12371,14055,1
12371,14368,1
12371,14541,2
12371,14601,1
12623,12643,2
12623,13317,1
12623,13865,1
12623,14081,1
12623,14368,1
12643,12707,5
12643,12996,1
12643,13029,1
12643,13140,1
12643,13411,6
12643,13441,3
12643,13448,4
12643,13508,2
12643,13568,3
12643,13569,2
12643,13718,1
12643,13809,1
12643,13865,1
12643,13957,2
12643,13980,1
12643,14055,1
12643,14187,1
12643,14368,5
12643,14371,1
12643,14601,2
12675,12771,2
12675,13116,1
12694,12771,1
12694,13411,1
12694,13448,1
12694,13569,1
12707,12771,1
12707,13448,1
12707,13508,1
12707,13569,2
12707,13752,1
12707,13991,1
12707,14055,1
12707,14541,1
12771,13116,1
12771,13991,1
12790,13411,1
12790,13568,1
12790,13569,1
12790,13752,2
12790,13957,1
13029,13411,1
13029,13437,1
13029,13448,1
13029,13569,1
13029,13869,1
13029,13921,1
13116,13752,1
13116,14371,1
13140,13568,1
13140,13718,1
13140,14541,3
13286,13411,2
13286,13437,1
13286,13441,1
13286,14187,1
13286,14368,4
13286,14601,1
13326,13441,1
13326,13448,1
13326,13568,1
13326,13569,1
13326,14055,1
13326,14541,1
13411,13441,1
13411,13448,1
13411,13568,2
13411,13569,1
13411,13752,1
13411,13809,1
13411,13921,1
13411,13980,2
13411,14055,3
13411,14154,1
13411,14368,4
13411,14371,1
13411,14541,1
13411,14601,1
13437,13508,1
13437,13569,2
13437,13869,1
13441,13448,1
13441,13568,1
13441,13569,1
13441,13718,1
13441,14055,2
13441,14368,1
13441,14601,1
13448,13508,1
13448,13568,3
13448,13569,2
13448,13809,1
13448,13865,1
13448,13999,1
13448,14081,2
13448,14541,1
13448,14601,1
13448,14851,1
13508,13957,12
13508,13980,3
13508,13991,2
13508,13999,5
13508,14601,3
13568,13569,1
13568,13752,2
13568,13809,1
13568,14368,1
13568,14541,1
13569,13752,2
13569,13869,1
13569,14055,3
13569,14081,1
13569,14368,2
13569,14541,2
13718,14368,1
13718,14541,1
13752,14055,2
13809,14154,1
13865,14154,1
13865,14187,2
13865,14601,1
13869,14368,1
13921,13991,1
13921,14541,1
13957,13999,3
13957,14601,1
13980,14851,1
13991,13999,2
13991,14601,1
14055,14601,1
14081,14187,1
14081,14851,1
14368,14601,1
